nan,nan,nan,nan,nan,nan,nan,nan,nan,3.9346,5.1172,5.8537,6.0062,5.6567,4.9208,3.8693,2.6419,1.5165,0.7333,0.3224,0.1732,0.1704,0.2452,0.3594,0.4785,0.5766,0.6626,0.7809,0.9776,1.2439,1.4678,1.5022,1.3293,1.0790,0.8972,0.8656,1.0048,1.2959,1.6866,2.0839,2.3703,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,1.1595,1.9310,3.0138,4.1841,5.0485,5.3554,5.1479,4.5746,3.7141,2.6409,1.5762,0.7993,0.4067,0.3116,0.3933,0.5631,0.7521,0.9007,0.9833,1.0264,1.0880,1.2196,1.4110,1.5527,1.5203,1.3265,1.1089,1.0021,1.0706,1.3107,1.6703,2.0574,2.3531,2.4668,2.4000,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,0.6165,0.9060,1.4410,2.2767,3.2997,4.1575,4.5215,4.3858,3.9306,3.2684,2.4323,1.5454,0.8749,0.6001,0.6872,1.0100,1.4317,1.8113,2.0402,2.0962,2.0323,1.9243,1.8361,1.7847,1.7156,1.5708,1.3848,1.2605,1.2824,1.4691,1.7766,2.1207,2.3940,2.5038,2.4321,2.2405,2.0047,1.7676,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,0.6146,0.6588,0.8267,1.1811,1.7857,2.5994,3.3447,3.6693,3.5254,3.1087,2.5649,1.9364,1.3029,0.8861,0.8927,1.3269,2.0423,2.8238,3.4474,3.7812,3.8287,3.6536,3.3024,2.8216,2.3198,1.9315,1.7060,1.6229,1.6680,1.8304,2.0732,2.3325,2.5310,2.5951,2.4973,2.2807,2.0183,1.7587,1.5167,1.2874,nan,nan,nan,nan,nan
nan,nan,nan,nan,0.9805,0.8696,0.8368,0.9096,1.1293,1.5440,2.1388,2.7066,2.9218,2.7183,2.2948,1.8108,1.3293,0.9375,0.8221,1.1529,1.9229,2.9506,3.9562,4.6823,5.0232,5.0251,4.7621,4.2449,3.4782,2.6463,2.0836,1.9305,2.0756,2.3532,2.6300,2.8226,2.8954,2.8341,2.6423,2.3600,2.0500,1.7576,1.4955,1.2566,1.0280,0.8015,nan,nan,nan,nan
nan,nan,nan,1.6227,1.4448,1.2865,1.1868,1.1800,1.2996,1.5748,1.9837,2.3547,2.4125,2.1121,1.6595,1.2160,0.8534,0.6558,0.7565,1.2652,2.1681,3.2852,4.3203,5.0152,5.2832,5.1867,4.8100,4.1796,3.3318,2.4918,2.0242,2.0804,2.5145,3.0485,3.4166,3.4982,3.3224,2.9740,2.5482,2.1326,1.7753,1.4795,1.2259,0.9938,0.7704,0.5568,nan,nan,nan,nan
nan,nan,2.1011,2.0824,1.9927,1.8624,1.7407,1.6808,1.7272,1.9034,2.1699,2.3570,2.2345,1.8055,1.2988,0.8811,0.6169,0.5549,0.7573,1.2835,2.1350,3.1747,4.1310,4.7489,4.9357,4.7471,4.2739,3.5798,2.7626,2.0628,1.7763,2.0231,2.6786,3.4154,3.8613,3.8617,3.4999,2.9434,2.3596,1.8659,1.4917,1.2048,0.9636,0.7420,0.5344,0.3521,0.2107,nan,nan,nan
nan,nan,2.2447,2.3923,2.4812,2.4955,2.4550,2.4109,2.4216,2.5172,2.6484,2.6491,2.3460,1.7906,1.2195,0.8073,0.6103,0.6303,0.8634,1.3259,2.0291,2.8907,3.6933,4.1979,4.2986,4.0389,3.5181,2.8362,2.1300,1.6092,1.4747,1.8159,2.5564,3.3833,3.8771,3.8547,3.4199,2.7786,2.1310,1.6092,1.2358,0.9621,0.7359,0.5329,0.3556,0.2172,0.1242,0.0724,nan,nan
nan,1.9838,2.2073,2.4749,2.7501,2.9828,3.1379,3.2173,3.2535,3.2677,3.2154,2.9867,2.5172,1.8952,1.3090,0.9169,0.7777,0.8619,1.1113,1.4969,2.0196,2.6393,3.2107,3.5416,3.5331,3.2244,2.7229,2.1450,1.6187,1.2837,1.2549,1.6006,2.2913,3.0761,3.5607,3.5486,3.1323,2.5174,1.8990,1.4038,1.0548,0.8029,0.5962,0.4162,0.2694,0.1649,0.1023,0.0757,0.0807,nan
1.7573,1.8541,2.0474,2.3438,2.7257,3.1404,3.5145,3.7814,3.8983,3.8369,3.5742,3.1193,2.5361,1.9234,1.3988,1.0837,1.0402,1.2223,1.5244,1.8663,2.2210,2.5696,2.8405,2.9260,2.7774,2.4491,2.0450,1.6578,1.3564,1.1969,1.2332,1.5164,2.0428,2.6461,3.0295,3.0203,2.6814,2.1848,1.6935,1.3069,1.0333,0.8201,0.6240,0.4427,0.2941,0.1904,0.1324,0.1163,0.1397,0.1900
