nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5313,1.7657,2.1558,2.6397,3.0636,3.2447,3.0619,2.5529,1.9162,1.3545,0.9499,0.6923,0.5416,0.4563,0.4021,0.3579,0.3221,0.3041,0.3069,0.3213,0.3400,0.3802,0.4803,0.6494,0.8386,0.9766,1.0271,1.0257,1.0810,1.3513,2.0004,3.0871,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,1.4506,1.4933,1.5664,1.7232,2.0159,2.4268,2.8467,3.1189,3.0936,2.7112,2.0933,1.4724,1.0004,0.7001,0.5360,0.4629,0.4430,0.4525,0.4860,0.5457,0.6205,0.6768,0.6791,0.6410,0.6364,0.7184,0.8576,0.9884,1.0837,1.1909,1.4227,1.9189,2.7671,3.8853,5.0187,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,1.4413,1.4851,1.5326,1.5917,1.6926,1.8851,2.1843,2.5302,2.8156,2.9133,2.7060,2.1893,1.5512,1.0177,0.6786,0.5154,0.4808,0.5358,0.6637,0.8676,1.1410,1.4271,1.5982,1.5255,1.2412,0.9600,0.8532,0.9195,1.0768,1.2759,1.5416,1.9561,2.6054,3.4855,4.4436,5.2667,5.8162,6.0533,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,1.3941,1.4410,1.4891,1.5429,1.6037,1.6802,1.8007,1.9886,2.2185,2.4243,2.5177,2.3921,1.9873,1.4144,0.9052,0.5940,0.4778,0.5071,0.6479,0.9079,1.3260,1.9164,2.5672,2.9617,2.7590,2.0542,1.3562,1.0144,1.0350,1.2761,1.6190,2.0331,2.5584,3.2312,3.9975,4.7134,5.2439,5.5251,5.5478,5.3213,nan,nan,nan,nan,nan
nan,nan,nan,nan,1.3129,1.3801,1.4318,1.4829,1.5446,1.6204,1.7069,1.8022,1.9104,2.0233,2.1072,2.1049,1.9423,1.5806,1.1100,0.7139,0.4981,0.4516,0.5265,0.7004,0.9984,1.4817,2.1899,3.0162,3.5631,3.3375,2.4333,1.5289,1.0924,1.1501,1.5129,1.9894,2.4985,3.0512,3.6564,4.2525,4.7365,5.0343,5.1182,4.9848,4.6392,4.1024,nan,nan,nan,nan
nan,nan,nan,1.1625,1.2852,1.3727,1.4372,1.4995,1.5812,1.6964,1.8410,1.9795,2.0599,2.0636,1.9984,1.8504,1.5910,1.2327,0.8672,0.6040,0.4817,0.4755,0.5514,0.7003,0.9480,1.3423,1.9087,2.5562,2.9709,2.7769,2.0499,1.3233,1.0090,1.1682,1.6246,2.1682,2.7068,3.2432,3.7731,4.2371,4.5619,4.7063,4.6594,4.4232,4.0125,3.4723,nan,nan,nan,nan
nan,nan,0.9401,1.1070,1.2600,1.3833,1.4823,1.5826,1.7205,1.9289,2.2081,2.4767,2.5791,2.4486,2.1641,1.8061,1.4184,1.0573,0.7886,0.6381,0.5823,0.5868,0.6350,0.7312,0.8958,1.1537,1.5061,1.8734,2.0563,1.8682,1.3973,0.9655,0.8388,1.0763,1.5410,2.0591,2.5663,3.0754,3.5740,3.9909,4.2520,4.3269,4.2191,3.9497,3.5600,3.1167,2.6918,nan,nan,nan
nan,nan,0.9033,1.0615,1.2400,1.4148,1.5830,1.7723,2.0363,2.4267,2.9311,3.3846,3.5065,3.1821,2.5836,1.9405,1.3996,1.0364,0.8607,0.8183,0.8320,0.8514,0.8686,0.9000,0.9659,1.0777,1.2236,1.3458,1.3459,1.1708,0.9027,0.7065,0.7192,0.9706,1.3625,1.7801,2.2023,2.6636,3.1556,3.5920,3.8756,3.9686,3.8902,3.6879,3.4179,3.1284,2.8419,2.5491,nan,nan
nan,0.9461,0.9454,1.0562,1.2372,1.4629,1.7291,2.0673,2.5424,3.1999,3.9542,4.5170,4.5596,4.0125,3.1114,2.1917,1.5036,1.1441,1.0722,1.1684,1.3023,1.3878,1.4009,1.3612,1.3008,1.2399,1.1763,1.0892,0.9616,0.8124,0.6964,0.6717,0.7730,0.9870,1.2488,1.5122,1.8034,2.1800,2.6495,3.1281,3.4990,3.7059,3.7678,3.7289,3.6174,3.4372,3.1788,2.8289,2.3658,nan
1.8835,1.3916,1.1700,1.1570,1.2863,1.5291,1.8847,2.3914,3.1116,4.0361,4.9430,5.4523,5.3267,4.6152,3.5567,2.4813,1.6997,1.3616,1.4224,1.7226,2.0750,2.3290,2.4056,2.3016,2.0674,1.7660,1.4441,1.1402,0.9048,0.7893,0.8112,0.9439,1.1251,1.2769,1.3572,1.4034,1.5050,1.7461,2.1539,2.6668,3.1691,3.5768,3.8641,4.0192,4.0201,3.8502,3.5133,3.0306,2.4261,1.8143
3.1517,2.2847,1.7345,1.4916,1.4764,1.6575,2.0355,2.6478,3.5367,4.6129,5.5344,5.9171,5.6591,4.8944,3.8287,2.7342,1.9366,1.6559,1.8906,2.4662,3.1343,3.6595,3.8828,3.7488,3.3096,2.6901,2.0342,1.4783,1.1405,1.0809,1.2662,1.5799,1.8539,1.9338,1.7893,1.5478,1.3861,1.4301,1.7310,2.2561,2.9002,3.5394,4.0661,4.3869,4.4375,4.2092,3.7479,3.1286,2.4262,1.7964
