birth,death
0.000000000000000000e+00,1.013933960348367691e-02
0.000000000000000000e+00,1.045507099479436874e-02
0.000000000000000000e+00,1.049625314772129059e-02
0.000000000000000000e+00,1.094026863574981689e-02
0.000000000000000000e+00,1.182284764945507050e-02
0.000000000000000000e+00,1.216651313006877899e-02
0.000000000000000000e+00,1.261468231678009033e-02
0.000000000000000000e+00,1.261695846915245056e-02
0.000000000000000000e+00,1.265618205070495605e-02
0.000000000000000000e+00,1.279651187360286713e-02
0.000000000000000000e+00,1.282623503357172012e-02
0.000000000000000000e+00,1.296515576541423798e-02
0.000000000000000000e+00,1.299435738474130630e-02
0.000000000000000000e+00,1.302512921392917633e-02
0.000000000000000000e+00,1.307464949786663055e-02
0.000000000000000000e+00,1.339203119277954102e-02
0.000000000000000000e+00,1.390528772026300430e-02
0.000000000000000000e+00,1.394510269165039062e-02
0.000000000000000000e+00,1.445206440985202789e-02
0.000000000000000000e+00,1.489480864256620407e-02
0.000000000000000000e+00,1.517964899539947510e-02
0.000000000000000000e+00,1.535553578287363052e-02
0.000000000000000000e+00,1.587846316397190094e-02
0.000000000000000000e+00,1.589586399495601654e-02
0.000000000000000000e+00,1.599976792931556702e-02
0.000000000000000000e+00,1.612653583288192749e-02
0.000000000000000000e+00,1.620238646864891052e-02
0.000000000000000000e+00,1.661572046577930450e-02
0.000000000000000000e+00,1.710509136319160461e-02
0.000000000000000000e+00,1.732248440384864807e-02
0.000000000000000000e+00,1.806453056633472443e-02
0.000000000000000000e+00,1.820723153650760651e-02
0.000000000000000000e+00,1.828231476247310638e-02
0.000000000000000000e+00,1.880436204373836517e-02
0.000000000000000000e+00,1.922007650136947632e-02
0.000000000000000000e+00,1.922308281064033508e-02
0.000000000000000000e+00,1.936456002295017242e-02
0.000000000000000000e+00,1.951494999229907990e-02
0.000000000000000000e+00,1.968604139983654022e-02
0.000000000000000000e+00,1.976407505571842194e-02
0.000000000000000000e+00,1.983542740345001221e-02
0.000000000000000000e+00,2.105391025543212891e-02
0.000000000000000000e+00,2.130297385156154633e-02
0.000000000000000000e+00,2.143949642777442932e-02
0.000000000000000000e+00,2.146344259381294250e-02
0.000000000000000000e+00,2.152720279991626740e-02
0.000000000000000000e+00,2.192894555628299713e-02
0.000000000000000000e+00,2.200219966471195221e-02
0.000000000000000000e+00,2.204144187271595001e-02
0.000000000000000000e+00,2.264768630266189575e-02
0.000000000000000000e+00,2.305120602250099182e-02
0.000000000000000000e+00,2.335962466895580292e-02
0.000000000000000000e+00,2.355880476534366608e-02
0.000000000000000000e+00,2.444351278245449066e-02
0.000000000000000000e+00,2.482477016746997833e-02
0.000000000000000000e+00,2.485471963882446289e-02
0.000000000000000000e+00,2.554732747375965118e-02
0.000000000000000000e+00,2.577431686222553253e-02
0.000000000000000000e+00,2.615313418209552765e-02
0.000000000000000000e+00,2.618990465998649597e-02
0.000000000000000000e+00,2.680902555584907532e-02
0.000000000000000000e+00,2.749910019338130951e-02
0.000000000000000000e+00,2.801045775413513184e-02
0.000000000000000000e+00,2.832985855638980865e-02
0.000000000000000000e+00,2.843152172863483429e-02
0.000000000000000000e+00,2.869696728885173798e-02
0.000000000000000000e+00,2.918027713894844055e-02
0.000000000000000000e+00,2.938083186745643616e-02
0.000000000000000000e+00,3.007092140614986420e-02
0.000000000000000000e+00,3.020504489541053772e-02
0.000000000000000000e+00,3.024693578481674194e-02
0.000000000000000000e+00,3.049969486892223358e-02
0.000000000000000000e+00,3.054967708885669708e-02
0.000000000000000000e+00,3.092710301280021667e-02
0.000000000000000000e+00,3.092823550105094910e-02
0.000000000000000000e+00,3.094721026718616486e-02
0.000000000000000000e+00,3.117496334016323090e-02
0.000000000000000000e+00,3.125676512718200684e-02
0.000000000000000000e+00,3.228820115327835083e-02
0.000000000000000000e+00,3.291065618395805359e-02
0.000000000000000000e+00,3.310096263885498047e-02
0.000000000000000000e+00,3.335662931203842163e-02
0.000000000000000000e+00,3.519571572542190552e-02
0.000000000000000000e+00,3.536510467529296875e-02
0.000000000000000000e+00,3.602929040789604187e-02
0.000000000000000000e+00,3.605919331312179565e-02
0.000000000000000000e+00,3.710785135626792908e-02
0.000000000000000000e+00,3.785036131739616394e-02
0.000000000000000000e+00,3.785860538482666016e-02
0.000000000000000000e+00,3.793077543377876282e-02
0.000000000000000000e+00,3.821283951401710510e-02
0.000000000000000000e+00,3.920310735702514648e-02
0.000000000000000000e+00,3.954960405826568604e-02
0.000000000000000000e+00,3.995775803923606873e-02
0.000000000000000000e+00,4.141715541481971741e-02
0.000000000000000000e+00,4.219378530979156494e-02
0.000000000000000000e+00,4.309336468577384949e-02
0.000000000000000000e+00,4.341895505785942078e-02
0.000000000000000000e+00,4.368338361382484436e-02
0.000000000000000000e+00,4.376098513603210449e-02
0.000000000000000000e+00,4.427897930145263672e-02
0.000000000000000000e+00,4.441745579242706299e-02
0.000000000000000000e+00,4.474706575274467468e-02
0.000000000000000000e+00,4.478185623884201050e-02
0.000000000000000000e+00,4.497431591153144836e-02
0.000000000000000000e+00,4.527996107935905457e-02
0.000000000000000000e+00,4.548511654138565063e-02
0.000000000000000000e+00,4.587103798985481262e-02
0.000000000000000000e+00,4.595484584569931030e-02
0.000000000000000000e+00,4.648432880640029907e-02
0.000000000000000000e+00,4.714941605925559998e-02
0.000000000000000000e+00,4.720661789178848267e-02
0.000000000000000000e+00,4.762328043580055237e-02
0.000000000000000000e+00,4.780997708439826965e-02
0.000000000000000000e+00,4.848660528659820557e-02
0.000000000000000000e+00,4.979276284575462341e-02
0.000000000000000000e+00,4.994018748402595520e-02
0.000000000000000000e+00,5.074339732527732849e-02
0.000000000000000000e+00,5.100918188691139221e-02
0.000000000000000000e+00,5.105186626315116882e-02
0.000000000000000000e+00,5.137937143445014954e-02
0.000000000000000000e+00,5.351959168910980225e-02
0.000000000000000000e+00,5.429725348949432373e-02
0.000000000000000000e+00,5.435805395245552063e-02
0.000000000000000000e+00,5.468908324837684631e-02
0.000000000000000000e+00,5.542538687586784363e-02
0.000000000000000000e+00,5.583260953426361084e-02
0.000000000000000000e+00,5.660659819841384888e-02
0.000000000000000000e+00,5.671852082014083862e-02
0.000000000000000000e+00,5.734514445066452026e-02
0.000000000000000000e+00,5.787262320518493652e-02
0.000000000000000000e+00,5.822943150997161865e-02
0.000000000000000000e+00,5.886405706405639648e-02
0.000000000000000000e+00,5.895535647869110107e-02
0.000000000000000000e+00,5.922759696841239929e-02
0.000000000000000000e+00,5.984411016106605530e-02
0.000000000000000000e+00,6.001530587673187256e-02
0.000000000000000000e+00,6.044512242078781128e-02
0.000000000000000000e+00,6.123588979244232178e-02
0.000000000000000000e+00,6.138643994927406311e-02
0.000000000000000000e+00,6.250439584255218506e-02
0.000000000000000000e+00,6.274536252021789551e-02
0.000000000000000000e+00,6.325416266918182373e-02
0.000000000000000000e+00,6.388176977634429932e-02
0.000000000000000000e+00,6.396290659904479980e-02
0.000000000000000000e+00,6.410200148820877075e-02
0.000000000000000000e+00,6.422635912895202637e-02
0.000000000000000000e+00,6.447180360555648804e-02
0.000000000000000000e+00,6.514152884483337402e-02
0.000000000000000000e+00,6.521552801132202148e-02
0.000000000000000000e+00,6.549486517906188965e-02
0.000000000000000000e+00,6.598214805126190186e-02
0.000000000000000000e+00,6.601160019636154175e-02
0.000000000000000000e+00,6.799888610839843750e-02
0.000000000000000000e+00,6.809084117412567139e-02
0.000000000000000000e+00,6.909086555242538452e-02
0.000000000000000000e+00,6.911367177963256836e-02
0.000000000000000000e+00,6.998738646507263184e-02
0.000000000000000000e+00,7.141368836164474487e-02
0.000000000000000000e+00,7.212880253791809082e-02
0.000000000000000000e+00,7.279083877801895142e-02
0.000000000000000000e+00,7.423550635576248169e-02
0.000000000000000000e+00,7.577461749315261841e-02
0.000000000000000000e+00,7.633017003536224365e-02
0.000000000000000000e+00,7.663277536630630493e-02
0.000000000000000000e+00,7.689785212278366089e-02
0.000000000000000000e+00,7.794681191444396973e-02
0.000000000000000000e+00,7.852529734373092651e-02
0.000000000000000000e+00,7.878415286540985107e-02
0.000000000000000000e+00,7.970183342695236206e-02
0.000000000000000000e+00,7.988473773002624512e-02
0.000000000000000000e+00,8.230943232774734497e-02
0.000000000000000000e+00,8.345458656549453735e-02
0.000000000000000000e+00,8.411889523267745972e-02
0.000000000000000000e+00,8.501596003770828247e-02
0.000000000000000000e+00,8.601713925600051880e-02
0.000000000000000000e+00,8.657733350992202759e-02
0.000000000000000000e+00,8.716811239719390869e-02
0.000000000000000000e+00,8.798466622829437256e-02
0.000000000000000000e+00,9.010973572731018066e-02
0.000000000000000000e+00,9.047941118478775024e-02
0.000000000000000000e+00,9.123761206865310669e-02
0.000000000000000000e+00,9.250270575284957886e-02
0.000000000000000000e+00,9.320282936096191406e-02
0.000000000000000000e+00,9.321521967649459839e-02
0.000000000000000000e+00,9.414011985063552856e-02
0.000000000000000000e+00,9.701329469680786133e-02
0.000000000000000000e+00,9.872703254222869873e-02
0.000000000000000000e+00,9.898895025253295898e-02
0.000000000000000000e+00,9.983214735984802246e-02
0.000000000000000000e+00,1.007785424590110779e-01
0.000000000000000000e+00,1.008122414350509644e-01
0.000000000000000000e+00,1.035003885626792908e-01
0.000000000000000000e+00,1.036422178149223328e-01
0.000000000000000000e+00,1.053459420800209045e-01
0.000000000000000000e+00,1.056804582476615906e-01
0.000000000000000000e+00,1.089063361287117004e-01
0.000000000000000000e+00,1.113087981939315796e-01
0.000000000000000000e+00,1.122152432799339294e-01
0.000000000000000000e+00,1.148243546485900879e-01
0.000000000000000000e+00,1.185428947210311890e-01
0.000000000000000000e+00,1.189021095633506775e-01
0.000000000000000000e+00,1.231968253850936890e-01
0.000000000000000000e+00,1.253824234008789062e-01
0.000000000000000000e+00,1.273668408393859863e-01
0.000000000000000000e+00,1.284226030111312866e-01
0.000000000000000000e+00,1.292172819375991821e-01
0.000000000000000000e+00,1.298875361680984497e-01
0.000000000000000000e+00,1.302795112133026123e-01
0.000000000000000000e+00,1.319396346807479858e-01
0.000000000000000000e+00,1.325852721929550171e-01
0.000000000000000000e+00,1.332687735557556152e-01
0.000000000000000000e+00,1.353619694709777832e-01
0.000000000000000000e+00,1.371467262506484985e-01
0.000000000000000000e+00,1.381453126668930054e-01
0.000000000000000000e+00,1.384152770042419434e-01
0.000000000000000000e+00,1.400325894355773926e-01
0.000000000000000000e+00,1.409454643726348877e-01
0.000000000000000000e+00,1.437977552413940430e-01
0.000000000000000000e+00,1.440936028957366943e-01
0.000000000000000000e+00,1.458132565021514893e-01
0.000000000000000000e+00,1.489026397466659546e-01
0.000000000000000000e+00,1.490675210952758789e-01
0.000000000000000000e+00,1.490707695484161377e-01
0.000000000000000000e+00,1.576273292303085327e-01
0.000000000000000000e+00,1.601569801568984985e-01
0.000000000000000000e+00,1.608882248401641846e-01
0.000000000000000000e+00,1.618740707635879517e-01
0.000000000000000000e+00,1.635906100273132324e-01
0.000000000000000000e+00,1.664527058601379395e-01
0.000000000000000000e+00,1.665573269128799438e-01
0.000000000000000000e+00,1.767607480287551880e-01
0.000000000000000000e+00,1.773165762424468994e-01
0.000000000000000000e+00,1.826690584421157837e-01
0.000000000000000000e+00,1.890644878149032593e-01
0.000000000000000000e+00,1.942707300186157227e-01
0.000000000000000000e+00,1.983118206262588501e-01
0.000000000000000000e+00,1.996806412935256958e-01
0.000000000000000000e+00,2.056738585233688354e-01
0.000000000000000000e+00,2.166451811790466309e-01
0.000000000000000000e+00,2.254337072372436523e-01
0.000000000000000000e+00,2.332462817430496216e-01
0.000000000000000000e+00,2.622518241405487061e-01
0.000000000000000000e+00,2.928491532802581787e-01
0.000000000000000000e+00,3.179613351821899414e-01
0.000000000000000000e+00,3.252391219139099121e-01
0.000000000000000000e+00,3.442296981811523438e-01
0.000000000000000000e+00,3.858954906463623047e-01
0.000000000000000000e+00,3.991409242153167725e-01
0.000000000000000000e+00,4.304448068141937256e-01
0.000000000000000000e+00,4.306099712848663330e-01
0.000000000000000000e+00,4.617094695568084717e-01
0.000000000000000000e+00,4.896568357944488525e-01
0.000000000000000000e+00,5.056099295616149902e-01
0.000000000000000000e+00,5.548878312110900879e-01
0.000000000000000000e+00,5.555717945098876953e-01
0.000000000000000000e+00,5.689322352409362793e-01
0.000000000000000000e+00,6.019926667213439941e-01
0.000000000000000000e+00,1.142717719078063965e+00
0.000000000000000000e+00,1.182391643524169922e+00
0.000000000000000000e+00,1.218622088432312012e+00
0.000000000000000000e+00,1.230418562889099121e+00
0.000000000000000000e+00,1.232592821121215820e+00
0.000000000000000000e+00,1.252838015556335449e+00
0.000000000000000000e+00,1.309233546257019043e+00
0.000000000000000000e+00,1.333717465400695801e+00
0.000000000000000000e+00,1.595804691314697266e+00
0.000000000000000000e+00,1.670267939567565918e+00
0.000000000000000000e+00,1.700203299522399902e+00
0.000000000000000000e+00,1.752924680709838867e+00
0.000000000000000000e+00,1.820827245712280273e+00
0.000000000000000000e+00,1.925808548927307129e+00
0.000000000000000000e+00,2.050056695938110352e+00
0.000000000000000000e+00,2.051337718963623047e+00
0.000000000000000000e+00,2.054385423660278320e+00
0.000000000000000000e+00,2.097746849060058594e+00
0.000000000000000000e+00,2.123603582382202148e+00
0.000000000000000000e+00,2.193079948425292969e+00
0.000000000000000000e+00,2.223526239395141602e+00
0.000000000000000000e+00,2.435770511627197266e+00
0.000000000000000000e+00,2.509942293167114258e+00
0.000000000000000000e+00,2.952603816986083984e+00
0.000000000000000000e+00,3.139445781707763672e+00
0.000000000000000000e+00,3.336428642272949219e+00
0.000000000000000000e+00,3.501515388488769531e+00
0.000000000000000000e+00,3.821786880493164062e+00
0.000000000000000000e+00,3.876351833343505859e+00
0.000000000000000000e+00,3.970741748809814453e+00
0.000000000000000000e+00,4.014535903930664062e+00
0.000000000000000000e+00,4.113370418548583984e+00
0.000000000000000000e+00,4.307348728179931641e+00
0.000000000000000000e+00,4.373876571655273438e+00
0.000000000000000000e+00,4.403672218322753906e+00
0.000000000000000000e+00,4.564116954803466797e+00
0.000000000000000000e+00,4.581531047821044922e+00
0.000000000000000000e+00,4.685399532318115234e+00
0.000000000000000000e+00,4.829267024993896484e+00
0.000000000000000000e+00,4.950105667114257812e+00
0.000000000000000000e+00,5.174519538879394531e+00
0.000000000000000000e+00,5.211613178253173828e+00
0.000000000000000000e+00,5.230768203735351562e+00
0.000000000000000000e+00,5.242499828338623047e+00
0.000000000000000000e+00,5.246616840362548828e+00
0.000000000000000000e+00,5.260353565216064453e+00
0.000000000000000000e+00,5.297782897949218750e+00
0.000000000000000000e+00,5.341524124145507812e+00
0.000000000000000000e+00,5.461472988128662109e+00
0.000000000000000000e+00,5.522813796997070312e+00
0.000000000000000000e+00,5.617204189300537109e+00
0.000000000000000000e+00,5.686532497406005859e+00
0.000000000000000000e+00,5.696055412292480469e+00
0.000000000000000000e+00,5.749741554260253906e+00
0.000000000000000000e+00,5.799942016601562500e+00
0.000000000000000000e+00,5.844015121459960938e+00
0.000000000000000000e+00,5.864346027374267578e+00
0.000000000000000000e+00,5.871751785278320312e+00
0.000000000000000000e+00,5.877019405364990234e+00
0.000000000000000000e+00,5.919825077056884766e+00
0.000000000000000000e+00,5.947092533111572266e+00
0.000000000000000000e+00,5.986662387847900391e+00
0.000000000000000000e+00,6.040362834930419922e+00
0.000000000000000000e+00,6.044347763061523438e+00
0.000000000000000000e+00,6.051178455352783203e+00
0.000000000000000000e+00,6.065058708190917969e+00
0.000000000000000000e+00,6.072961807250976562e+00
0.000000000000000000e+00,6.077566623687744141e+00
0.000000000000000000e+00,6.143114566802978516e+00
0.000000000000000000e+00,6.157365798950195312e+00
0.000000000000000000e+00,6.188853740692138672e+00
0.000000000000000000e+00,6.189258575439453125e+00
0.000000000000000000e+00,6.197758674621582031e+00
0.000000000000000000e+00,6.210523605346679688e+00
0.000000000000000000e+00,6.282327175140380859e+00
0.000000000000000000e+00,6.298038005828857422e+00
0.000000000000000000e+00,6.298510074615478516e+00
0.000000000000000000e+00,6.322948455810546875e+00
0.000000000000000000e+00,6.334532737731933594e+00
0.000000000000000000e+00,6.380687236785888672e+00
0.000000000000000000e+00,6.382833003997802734e+00
0.000000000000000000e+00,6.415033817291259766e+00
0.000000000000000000e+00,6.421783924102783203e+00
0.000000000000000000e+00,6.438805103302001953e+00
0.000000000000000000e+00,6.453489303588867188e+00
0.000000000000000000e+00,6.477530956268310547e+00
0.000000000000000000e+00,6.494071006774902344e+00
0.000000000000000000e+00,6.498140335083007812e+00
0.000000000000000000e+00,6.547133922576904297e+00
0.000000000000000000e+00,6.594154834747314453e+00
0.000000000000000000e+00,6.615842342376708984e+00
0.000000000000000000e+00,6.617927551269531250e+00
0.000000000000000000e+00,6.639875411987304688e+00
0.000000000000000000e+00,6.640363216400146484e+00
0.000000000000000000e+00,6.640816688537597656e+00
0.000000000000000000e+00,6.720427989959716797e+00
0.000000000000000000e+00,6.794407367706298828e+00
0.000000000000000000e+00,6.821518898010253906e+00
0.000000000000000000e+00,6.826764106750488281e+00
0.000000000000000000e+00,6.837636470794677734e+00
0.000000000000000000e+00,6.840531826019287109e+00
0.000000000000000000e+00,6.848770141601562500e+00
0.000000000000000000e+00,6.878469944000244141e+00
0.000000000000000000e+00,6.938887596130371094e+00
0.000000000000000000e+00,7.009881496429443359e+00
0.000000000000000000e+00,7.071140766143798828e+00
0.000000000000000000e+00,7.097849369049072266e+00
0.000000000000000000e+00,7.121169567108154297e+00
0.000000000000000000e+00,7.131686687469482422e+00
0.000000000000000000e+00,7.178604125976562500e+00
0.000000000000000000e+00,7.179237842559814453e+00
0.000000000000000000e+00,7.188103199005126953e+00
0.000000000000000000e+00,7.199293136596679688e+00
0.000000000000000000e+00,7.214676856994628906e+00
0.000000000000000000e+00,7.230896949768066406e+00
0.000000000000000000e+00,7.283570766448974609e+00
0.000000000000000000e+00,7.289973735809326172e+00
0.000000000000000000e+00,7.347092628479003906e+00
0.000000000000000000e+00,7.479113101959228516e+00
0.000000000000000000e+00,7.586146831512451172e+00
0.000000000000000000e+00,7.609081745147705078e+00
0.000000000000000000e+00,7.821193218231201172e+00
0.000000000000000000e+00,7.864240646362304688e+00
0.000000000000000000e+00,7.933765888214111328e+00
0.000000000000000000e+00,7.950780391693115234e+00
0.000000000000000000e+00,8.071130752563476562e+00
0.000000000000000000e+00,8.962090492248535156e+00
0.000000000000000000e+00,9.041754722595214844e+00
0.000000000000000000e+00,inf
