UMAP1,UMAP2,UMAP3
1.645768046379089355e+00,2.320299339294433594e+01,-6.925247192382812500e+00
-9.614972114562988281e+00,-3.366038799285888672e+00,-1.155753993988037109e+01
2.178614807128906250e+01,-4.068828105926513672e+00,-1.077916860580444336e+00
1.045513343811035156e+01,9.450188636779785156e+00,1.173469638824462891e+01
4.220695972442626953e+00,6.343358516693115234e+00,-1.773205947875976562e+01
1.374801158905029297e+01,1.865617752075195312e+01,7.424992561340332031e+00
-6.722961425781250000e+00,-8.093397140502929688e+00,1.713558769226074219e+01
-1.201559638977050781e+01,5.056190490722656250e-01,1.043324565887451172e+01
-4.362557888031005859e+00,-1.288073253631591797e+01,6.290239334106445312e+00
-1.182031250000000000e+01,-1.163932704925537109e+01,5.573234081268310547e+00
5.492385387420654297e+00,1.895162463188171387e+00,-4.312941074371337891e+00
3.423953294754028320e+00,4.571995735168457031e+00,-8.840819597244262695e-01
2.330709934234619141e+00,6.101117134094238281e+00,-2.418505668640136719e+00
-4.365567207336425781e+00,-1.288308525085449219e+01,6.292410850524902344e+00
5.295648574829101562e+00,-6.172079086303710938e+00,1.468560600280761719e+01
-1.686882591247558594e+01,1.086168098449707031e+01,-2.894294738769531250e+00
-6.355382919311523438e+00,-6.854876995086669922e+00,2.890636920928955078e+00
1.359247493743896484e+01,1.831570434570312500e+01,7.989346027374267578e+00
2.957954406738281250e+00,3.196233987808227539e+00,-5.126000404357910156e+00
-7.042628526687622070e-01,1.071720123291015625e+01,1.760274314880371094e+01
-1.073741149902343750e+01,-5.559583663940429688e+00,1.088812446594238281e+01
5.533532619476318359e+00,-5.307218074798583984e+00,-1.694515037536621094e+01
-4.288891792297363281e+00,-1.300852394104003906e+01,-1.400155186653137207e+00
4.436398029327392578e+00,-1.511362838745117188e+01,7.974361419677734375e+00
2.062446975708007812e+01,1.232475161552429199e+00,3.821209430694580078e+00
8.440999984741210938e+00,-1.447854518890380859e+01,1.921309709548950195e+00
1.215056896209716797e+01,-6.371947288513183594e+00,1.187814831733703613e+00
-9.614541053771972656e+00,-3.366481304168701172e+00,-1.155801296234130859e+01
1.640773391723632812e+01,-6.587845802307128906e+00,1.172400379180908203e+01
1.382820224761962891e+01,4.570066928863525391e+00,-1.263137722015380859e+01
-4.401502609252929688e+00,-1.001292943954467773e+00,6.258089542388916016e+00
1.639318108558654785e+00,2.320921897888183594e+01,-6.933651924133300781e+00
-1.629566383361816406e+01,-4.471225738525390625e+00,-2.453964471817016602e+00
6.222735047340393066e-01,4.992499828338623047e+00,5.121335759758949280e-02
1.107713031768798828e+01,-3.992986202239990234e+00,-5.452956676483154297e+00
1.378809547424316406e+01,4.499049186706542969e+00,-1.274196434020996094e+01
9.780732154846191406e+00,-3.516066312789916992e+00,8.049584388732910156e+00
8.453546762466430664e-01,2.075565338134765625e+00,-2.714367508888244629e-01
1.558456802368164062e+01,1.308129119873046875e+01,-4.711718082427978516e+00
1.371423149108886719e+01,4.418907642364501953e+00,-1.268972873687744141e+01
5.533335208892822266e+00,-5.307293415069580078e+00,-1.694500160217285156e+01
2.178607749938964844e+01,-4.068730831146240234e+00,-1.077849984169006348e+00
-2.362578392028808594e+00,-2.209149360656738281e+00,-1.804252243041992188e+01
-5.629892349243164062e-01,1.081584548950195312e+01,1.750476837158203125e+01
8.469872474670410156e+00,1.785218429565429688e+01,-2.836498975753784180e+00
1.640561294555664062e+01,-6.585887432098388672e+00,1.172613811492919922e+01
8.440768241882324219e+00,-1.447841358184814453e+01,1.921519994735717773e+00
-2.202734470367431641e+00,3.642837330698966980e-02,1.423110103607177734e+01
-1.453188657760620117e-01,-1.283665752410888672e+01,1.383285045623779297e+01
6.862141132354736328e+00,4.661166191101074219e+00,4.714749336242675781e+00
3.397455453872680664e+00,6.600918769836425781e+00,-1.751994132995605469e+00
4.021284103393554688e+00,-5.385126590728759766e+00,7.322962760925292969e+00
9.088961601257324219e+00,8.075335502624511719e+00,-1.083056449890136719e+01
8.689074516296386719e+00,1.889681816101074219e+01,-3.311327219009399414e+00
1.965783309936523438e+01,2.578046321868896484e+00,-1.444593048095703125e+01
9.086259841918945312e+00,8.080214500427246094e+00,-1.082726764678955078e+01
8.685446739196777344e+00,1.887673759460449219e+01,-3.305041313171386719e+00
8.131762504577636719e+00,-1.491786986589431763e-01,1.636474609375000000e+01
-1.686828613281250000e+01,1.086320972442626953e+01,-2.893846750259399414e+00
4.294602870941162109e+00,6.426262855529785156e+00,-1.778561210632324219e+01
3.544898033142089844e+00,4.434325218200683594e+00,-8.537113070487976074e-01
-1.159150409698486328e+01,5.415841579437255859e+00,1.463293743133544922e+01
9.802205085754394531e+00,-8.851085662841796875e+00,-9.196383476257324219e+00
-6.761356830596923828e+00,1.925538444519042969e+01,-5.223086833953857422e+00
-1.377181768417358398e+00,-6.088331699371337891e+00,-9.098183631896972656e+00
-6.022783279418945312e+00,1.407330989837646484e+01,-1.481745529174804688e+01
9.088341712951660156e+00,8.077490806579589844e+00,-1.082960605621337891e+01
9.090844154357910156e+00,8.076896667480468750e+00,-1.083237457275390625e+01
-9.841526985168457031e+00,1.395778942108154297e+01,2.455667972564697266e+00
5.296278476715087891e+00,-6.170156478881835938e+00,1.468750953674316406e+01
2.792525529861450195e+00,-9.140728950500488281e+00,-1.535117626190185547e+01
3.555714130401611328e+00,4.423212528228759766e+00,-8.513421416282653809e-01
-9.547582626342773438e+00,1.372475528717041016e+01,2.632783651351928711e+00
1.616129159927368164e+00,2.323679351806640625e+01,-6.960028648376464844e+00
-1.339426040649414062e+01,4.400789737701416016e+00,1.963086605072021484e+00
8.470057487487792969e+00,1.785272216796875000e+01,-2.836574316024780273e+00
-2.427132129669189453e+00,3.096604049205780029e-01,1.451095676422119141e+01
1.381972217559814453e+01,4.582940101623535156e+00,-1.263123893737792969e+01
6.422595977783203125e+00,4.556908607482910156e+00,4.599219799041748047e+00
1.073701763153076172e+01,4.730501651763916016e+00,1.833126258850097656e+01
-1.113615417480468750e+01,-1.156995818018913269e-01,-4.695347785949707031e+00
-1.686928749084472656e+01,1.086574745178222656e+01,-2.895071029663085938e+00
6.583591461181640625e+00,4.832592487335205078e+00,5.163840770721435547e+00
7.250339984893798828e-01,1.243091869354248047e+01,-2.366182804107666016e+00
-4.289280414581298828e+00,-1.300829505920410156e+01,-1.399977803230285645e+00
3.967422723770141602e+00,-1.231645584106445312e+01,-9.636408805847167969e+00
6.346164226531982422e+00,1.119356727600097656e+01,-6.901352405548095703e+00
4.021386623382568359e+00,-5.385028362274169922e+00,7.323144912719726562e+00
1.051171207427978516e+01,9.502223968505859375e+00,1.169701004028320312e+01
1.409099102020263672e+01,-2.168104887008666992e+00,1.471552848815917969e+01
6.175238132476806641e+00,5.887753486633300781e+00,5.403907775878906250e+00
4.093013286590576172e+00,3.121038675308227539e-01,2.468030691146850586e+00
-9.679991751909255981e-02,-5.844449520111083984e+00,9.744119048118591309e-01
-9.615071296691894531e+00,-3.366005897521972656e+00,-1.155754947662353516e+01
2.062502479553222656e+01,1.233063578605651855e+00,3.820813655853271484e+00
-5.234749794006347656e+00,5.467928886413574219e+00,-1.834394454956054688e+01
3.408308744430541992e+00,5.934776306152343750e+00,-1.252156138420104980e+00
2.062500000000000000e+01,1.233298182487487793e+00,3.820900917053222656e+00
3.378893733024597168e-01,4.172245502471923828e+00,1.110736012458801270e+00
1.641068267822265625e+01,-6.588066577911376953e+00,1.172105026245117188e+01
-1.112194359302520752e-01,1.744321823120117188e+01,1.226169300079345703e+01
1.870773506164550781e+01,-6.997828006744384766e+00,4.741271972656250000e+00
-2.953660190105438232e-01,5.170070648193359375e+00,1.380703449249267578e+00
-3.293312311172485352e+00,1.968177795410156250e+01,2.129438161849975586e+00
1.387023258209228516e+01,-4.497943878173828125e+00,-1.458371734619140625e+01
-5.229246616363525391e+00,1.098167800903320312e+01,-5.185637950897216797e+00
-4.778413176536560059e-01,7.995946884155273438e+00,-1.203273385763168335e-01
-5.973872661590576172e+00,1.401025390625000000e+01,-1.441380691528320312e+01
6.625829696655273438e+00,4.844892501831054688e+00,5.083364009857177734e+00
-4.401520729064941406e+00,-1.001160144805908203e+00,6.257857322692871094e+00
3.217653036117553711e+00,-3.081542253494262695e+00,-8.958346366882324219e+00
-6.073609352111816406e+00,1.395770740509033203e+01,-1.467436981201171875e+01
-1.734465062618255615e-01,1.740087127685546875e+01,1.240181159973144531e+01
-3.274870157241821289e+00,1.970004844665527344e+01,2.111007690429687500e+00
4.398950576782226562e+00,6.509121417999267578e+00,-1.787963485717773438e+01
1.607205390930175781e+00,7.562754631042480469e+00,4.532976150512695312e+00
1.529737377166748047e+01,-1.165334129333496094e+01,5.954908370971679688e+00
8.457416892051696777e-01,2.084370613098144531e+00,-2.645392119884490967e-01
9.802191734313964844e+00,-8.851266860961914062e+00,-9.196556091308593750e+00
1.870725250244140625e+01,-6.998028278350830078e+00,4.741034984588623047e+00
-5.234538555145263672e+00,5.467572689056396484e+00,-1.834431838989257812e+01
2.108073425292968750e+01,8.056973457336425781e+00,8.826230049133300781e+00
1.374768257141113281e+01,4.456806659698486328e+00,-1.274664306640625000e+01
-1.522377872467041016e+01,4.093541145324707031e+00,-7.683179378509521484e+00
1.516735935211181641e+01,9.728931188583374023e-01,7.786666393280029297e+00
-1.202962279319763184e+00,3.225090265274047852e+00,1.958687663078308105e+00
1.559325885772705078e+01,1.308743190765380859e+01,-4.663718700408935547e+00
4.436463356018066406e+00,-1.511369323730468750e+01,7.974304676055908203e+00
5.533903598785400391e+00,-5.306575298309326172e+00,-1.694524955749511719e+01
-2.688490390777587891e+00,2.686347253620624542e-02,1.386403846740722656e+01
1.422206306457519531e+01,1.880664634704589844e+01,7.824913978576660156e+00
-1.872072219848632812e+01,2.104563236236572266e+00,-1.267317295074462891e+00
1.382047939300537109e+01,1.854121208190917969e+01,7.764595031738281250e+00
-2.600746393203735352e+00,8.812686800956726074e-02,1.437425041198730469e+01
-5.234467029571533203e+00,5.466893196105957031e+00,-1.834501075744628906e+01
4.899470806121826172e+00,1.577525711059570312e+01,7.199762821197509766e+00
-1.035987377166748047e+01,-8.524512290954589844e+00,-7.956237792968750000e+00
1.423379993438720703e+01,1.881427192687988281e+01,7.826541900634765625e+00
-9.537523269653320312e+00,1.370160865783691406e+01,2.634539842605590820e+00
1.210041141510009766e+01,1.705810546875000000e+01,8.820887207984924316e-01
1.180862903594970703e+00,-1.182044219970703125e+01,9.119186401367187500e-01
3.006316184997558594e+00,3.071322917938232422e+00,-5.241827011108398438e+00
3.011483669281005859e+00,3.067384958267211914e+00,-5.244316577911376953e+00
-9.684249877929687500e+00,1.385626983642578125e+01,2.528625249862670898e+00
-4.232227325439453125e+00,2.017872095108032227e+00,-1.000151634216308594e+01
-4.352487027645111084e-01,1.097158622741699219e+01,1.754769515991210938e+01
3.004968643188476562e+00,3.072915077209472656e+00,-5.240064144134521484e+00
-1.074128150939941406e+01,-5.561414241790771484e+00,1.089236640930175781e+01
-9.692784309387207031e+00,1.385452747344970703e+01,2.525296449661254883e+00
3.406869649887084961e+00,5.917906284332275391e+00,-1.242359042167663574e+00
-5.969044208526611328e+00,1.401002311706542969e+01,-1.440721797943115234e+01
1.376892447471618652e+00,2.348454856872558594e+01,-7.046134471893310547e+00
1.613715767860412598e+00,2.323890304565429688e+01,-6.956986427307128906e+00
1.898486518859863281e+01,3.708130836486816406e+00,1.295069694519042969e+01
-4.401570320129394531e+00,-1.001152157783508301e+00,6.257796287536621094e+00
-2.760570287704467773e+00,-7.731512546539306641e+00,9.365600585937500000e+00
-2.820796489715576172e+00,-1.278087043762207031e+01,-9.015469551086425781e+00
-1.180542182922363281e+01,1.059609985351562500e+01,-8.060132980346679688e+00
-5.235497474670410156e+00,5.468083858489990234e+00,-1.834382438659667969e+01
-6.723082542419433594e+00,-8.093009948730468750e+00,1.713558006286621094e+01
1.388584041595458984e+01,1.854232215881347656e+01,7.700998306274414062e+00
-1.113556289672851562e+01,-1.162487640976905823e-01,-4.694670677185058594e+00
-3.319372415542602539e+00,1.965577507019042969e+01,2.155525684356689453e+00
2.886653900146484375e+00,-1.011619448661804199e+00,3.312564849853515625e+00
-1.201879596710205078e+01,5.024762749671936035e-01,1.043635749816894531e+01
8.472070693969726562e+00,1.785815620422363281e+01,-2.841548919677734375e+00
1.651039719581604004e+00,2.319824028015136719e+01,-6.928616523742675781e+00
1.421876525878906250e+01,4.196004390716552734e+00,-1.259479713439941406e+01
5.296821117401123047e+00,-6.170846939086914062e+00,1.468723773956298828e+01
2.093498802185058594e+01,1.075489139556884766e+01,2.525684356689453125e+00
-1.450884640216827393e-01,-1.283702373504638672e+01,1.383249950408935547e+01
-1.906262785196304321e-01,1.743122482299804688e+01,1.242366409301757812e+01
5.875648975372314453e+00,9.863611221313476562e+00,-5.626821517944335938e+00
-2.651196479797363281e+00,2.983671054244041443e-02,1.422494506835937500e+01
1.395215511322021484e+01,1.865261840820312500e+01,7.645846843719482422e+00
-1.240495586395263672e+01,-2.442595720291137695e+00,4.217050075531005859e+00
-1.814768612384796143e-01,1.742234230041503906e+01,1.245995330810546875e+01
-1.629564857482910156e+01,-4.471266269683837891e+00,-2.453931808471679688e+00
-5.182872295379638672e+00,-4.423960208892822266e+00,-1.420956993103027344e+01
2.108098411560058594e+01,8.056744575500488281e+00,8.825973510742187500e+00
-4.231215953826904297e+00,2.019135475158691406e+00,-1.000027275085449219e+01
2.093497657775878906e+01,1.075496101379394531e+01,2.525658845901489258e+00
4.346941471099853516e+00,6.475246429443359375e+00,-1.778645133972167969e+01
1.386865615844726562e+01,-4.496490478515625000e+00,-1.458480739593505859e+01
1.965849876403808594e+01,2.576206922531127930e+00,-1.444558811187744141e+01
-3.314274549484252930e+00,1.966094779968261719e+01,2.150358200073242188e+00
-4.330568909645080566e-01,1.100942802429199219e+01,1.763766098022460938e+01
2.178619194030761719e+01,-4.068428039550781250e+00,-1.078057050704956055e+00
4.333750247955322266e+00,6.453501224517822266e+00,-1.782814598083496094e+01
9.089989662170410156e+00,8.870038986206054688e+00,2.682681798934936523e+00
2.062430381774902344e+01,1.233608722686767578e+00,3.821678161621093750e+00
1.994482517242431641e+00,7.075762271881103516e+00,3.652347803115844727e+00
2.513002634048461914e+00,1.802730369567871094e+01,1.221015334129333496e+00
2.205384254455566406e+01,9.100319862365722656e+00,-7.184400081634521484e+00
4.909882545471191406e+00,1.579463577270507812e+01,7.180479526519775391e+00
6.095367908477783203e+00,1.008388137817382812e+01,-1.522658586502075195e+00
1.373919200897216797e+01,1.866408348083496094e+01,7.408377647399902344e+00
1.897756004333496094e+01,5.683789730072021484e+00,-2.545527696609497070e+00
-2.704373121261596680e+00,-9.207319468259811401e-02,1.455903720855712891e+01
8.689284324645996094e+00,1.889283943176269531e+01,-3.311540126800537109e+00
1.870676231384277344e+01,-6.998205184936523438e+00,4.741772651672363281e+00
-1.182017612457275391e+01,-1.163923740386962891e+01,5.574004173278808594e+00
-2.762104749679565430e+00,-7.729986190795898438e+00,9.364052772521972656e+00
-2.714186668395996094e+00,-1.006926372647285461e-01,1.457313442230224609e+01
1.215228652954101562e+01,-6.373769283294677734e+00,1.188503265380859375e+00
-1.257548332214355469e+00,3.907932758331298828e+00,-2.785634756088256836e+00
-5.791464328765869141e+00,1.388477897644042969e+01,-1.472666645050048828e+01
-8.441906422376632690e-02,1.751935386657714844e+01,1.262701416015625000e+01
-7.864540070295333862e-02,1.755093002319335938e+01,1.264150524139404297e+01
-1.523999720811843872e-01,1.751893424987792969e+01,1.229772186279296875e+01
1.552334785461425781e+00,2.330206871032714844e+01,-6.996876716613769531e+00
-1.644802570343017578e+00,-1.639331102371215820e+00,-2.980045318603515625e+00
-5.510766506195068359e-01,1.089582729339599609e+01,1.765779495239257812e+01
2.401436328887939453e+00,6.062557697296142578e+00,-2.381663560867309570e+00
-5.786480903625488281e+00,1.391102218627929688e+01,-1.474268627166748047e+01
1.607144951820373535e+00,7.562805175781250000e+00,4.533197402954101562e+00
5.534523010253906250e+00,-5.305986404418945312e+00,-1.694544601440429688e+01
-1.073894691467285156e+01,-5.559315204620361328e+00,1.088988399505615234e+01
1.215256690979003906e+01,-6.373929500579833984e+00,1.188409566879272461e+00
4.263911724090576172e+00,6.667092323303222656e+00,-1.764560508728027344e+01
1.215269088745117188e+01,-6.373988628387451172e+00,1.187703728675842285e+00
-4.366227626800537109e+00,-1.288341045379638672e+01,6.291932106018066406e+00
3.577754199504852295e-01,-7.935782432556152344e+00,-4.476470947265625000e+00
7.588228702545166016e+00,9.681829452514648438e+00,-2.751801490783691406e+00
5.170876979827880859e+00,1.125757122039794922e+01,-1.509642481803894043e+00
-7.345880568027496338e-02,1.755328559875488281e+01,1.265388107299804688e+01
-2.275715768337249756e-01,1.750922012329101562e+01,1.240480136871337891e+01
6.536626338958740234e+00,8.706678748130798340e-01,-1.702647781372070312e+01
5.823152542114257812e+00,1.124344825744628906e+01,8.687487244606018066e-02
2.205412673950195312e+01,9.100649833679199219e+00,-7.184082031250000000e+00
-9.787352085113525391e-01,3.061594724655151367e+00,7.891921997070312500e-01
9.089963912963867188e+00,8.074728965759277344e+00,-1.083148574829101562e+01
1.375167465209960938e+01,4.437393665313720703e+00,-1.276032638549804688e+01
8.133386611938476562e+00,-1.505651175975799561e-01,1.636259460449218750e+01
1.409042930603027344e+01,-2.167551994323730469e+00,1.471498966217041016e+01
8.131900787353515625e+00,-1.490446329116821289e-01,1.636401748657226562e+01
1.554503440856933594e+01,6.247824668884277344e+00,6.110476970672607422e+00
-6.321011781692504883e-01,1.083741092681884766e+01,1.769232368469238281e+01
-4.106257855892181396e-01,1.102629852294921875e+01,1.762858200073242188e+01
1.552533721923828125e+01,1.302623844146728516e+01,-4.680566310882568359e+00
8.491176366806030273e-01,2.090907335281372070e+00,-2.665693461894989014e-01
-1.591134667396545410e+00,8.471771240234375000e+00,-3.248371124267578125e+00
-1.522352313995361328e+01,4.095139503479003906e+00,-7.684103012084960938e+00
1.870333862304687500e+01,-7.000272274017333984e+00,4.744382381439208984e+00
8.129937171936035156e+00,-1.468618810176849365e-01,1.636653900146484375e+01
1.483660221099853516e+01,-8.436827659606933594e+00,-5.923353195190429688e+00
-5.582848787307739258e-01,7.680945873260498047e+00,2.124017477035522461e+00
8.463683724403381348e-01,2.080156564712524414e+00,-2.710287570953369141e-01
2.369666337966918945e+00,4.855194091796875000e+00,1.524526000022888184e+00
1.178446292877197266e+00,-1.182137775421142578e+01,9.110736250877380371e-01
-3.322170495986938477e+00,1.965305137634277344e+01,2.158283472061157227e+00
-7.901405543088912964e-02,1.724763870239257812e+01,1.240135478973388672e+01
-2.363039970397949219e+00,-2.209657192230224609e+00,-1.804341125488281250e+01
-8.370937347412109375e+00,1.030924701690673828e+01,7.097067356109619141e+00
1.638000726699829102e+00,2.321551513671875000e+01,-6.947400569915771484e+00
-1.483341157436370850e-01,1.744013214111328125e+01,1.243160533905029297e+01
2.886463642120361328e+00,-1.011703848838806152e+00,3.312782764434814453e+00
-5.677763819694519043e-01,1.081356239318847656e+01,1.750987434387207031e+01
3.968022346496582031e+00,-1.231567287445068359e+01,-9.637154579162597656e+00
9.802518844604492188e+00,-8.851412773132324219e+00,-9.196500778198242188e+00
-1.180623340606689453e+01,1.059713172912597656e+01,-8.060438156127929688e+00
-2.820118188858032227e+00,-1.278154468536376953e+01,-9.016222953796386719e+00
5.300498485565185547e+00,-6.174875259399414062e+00,1.468275451660156250e+01
2.178330802917480469e+01,-4.068657875061035156e+00,-1.074006557464599609e+00
-5.907020092010498047e+00,1.411167335510253906e+01,-1.455575847625732422e+01
-1.240443134307861328e+01,-2.442602872848510742e+00,4.217484951019287109e+00
1.483728313446044922e+01,-8.437365531921386719e+00,-5.922646045684814453e+00
5.268005728721618652e-01,1.300936508178710938e+01,2.567928075790405273e+00
1.390627479553222656e+01,1.864456748962402344e+01,7.700692176818847656e+00
1.965743255615234375e+01,2.576899528503417969e+00,-1.444684600830078125e+01
1.564208793640136719e+01,1.314533996582031250e+01,-4.602817535400390625e+00
-1.240291690826416016e+01,-2.443028926849365234e+00,4.218837738037109375e+00
1.870326995849609375e+01,-7.000129699707031250e+00,4.744262218475341797e+00
-6.723127841949462891e+00,-8.092206954956054688e+00,1.713503456115722656e+01
1.178445100784301758e+00,-1.182157611846923828e+01,9.113839268684387207e-01
1.529648399353027344e+01,-1.165248012542724609e+01,5.955796718597412109e+00
5.492202758789062500e+00,1.895103216171264648e+00,-4.312332153320312500e+00
6.702202320098876953e+00,4.857367038726806641e+00,4.835011005401611328e+00
-1.180581855773925781e+01,1.059645557403564453e+01,-8.060274124145507812e+00
-4.290075778961181641e+00,-1.300876617431640625e+01,-1.399969458580017090e+00
-1.491371244192123413e-01,1.731107139587402344e+01,1.238520812988281250e+01
3.967537641525268555e+00,-1.231639385223388672e+01,-9.636497497558593750e+00
1.490886688232421875e+00,2.335448455810546875e+01,-6.971428871154785156e+00
-1.579889655113220215e+00,8.477029800415039062e+00,-3.238122701644897461e+00
-8.658293634653091431e-02,1.755026435852050781e+01,1.263595294952392578e+01
1.424624633789062500e+01,1.882183265686035156e+01,7.831867694854736328e+00
-6.005330011248588562e-02,1.745474052429199219e+01,1.259399414062500000e+01
1.394914817810058594e+01,1.852897834777832031e+01,7.684033393859863281e+00
1.374408912658691406e+01,4.444612979888916016e+00,-1.276316928863525391e+01
-2.958551347255706787e-01,5.169499874114990234e+00,1.380191445350646973e+00
-2.820835828781127930e+00,-1.278083229064941406e+01,-9.016160964965820312e+00
1.210219669342041016e+01,1.705636978149414062e+01,8.838088512420654297e-01
-1.096728706359863281e+01,2.530131101608276367e+00,-1.594450473785400391e+01
6.348637104034423828e+00,1.117932510375976562e+01,-6.886160373687744141e+00
-6.722234249114990234e+00,-8.093046188354492188e+00,1.713600730895996094e+01
4.419483661651611328e+00,6.528650283813476562e+00,-1.789179611206054688e+01
-7.051563858985900879e-01,1.073361301422119141e+01,1.764350128173828125e+01
1.640520095825195312e+01,-6.582761287689208984e+00,1.172654533386230469e+01
1.508221507072448730e+00,2.333347892761230469e+01,-6.977994918823242188e+00
2.093551826477050781e+01,1.075445556640625000e+01,2.525074958801269531e+00
-1.074290847778320312e+01,-5.562979221343994141e+00,1.088756847381591797e+01
5.296392440795898438e+00,-6.171072006225585938e+00,1.468660831451416016e+01
-2.762294292449951172e+00,-7.729759216308593750e+00,9.363785743713378906e+00
1.529587554931640625e+01,-1.165095901489257812e+01,5.956776618957519531e+00
1.560054206848144531e+01,1.309840583801269531e+01,-4.694705963134765625e+00
-3.269665718078613281e+00,1.970552444458007812e+01,2.105776786804199219e+00
1.210258579254150391e+01,1.705559158325195312e+01,8.846021294593811035e-01
-1.324882060289382935e-01,1.753666305541992188e+01,1.259424018859863281e+01
1.549871087074279785e+00,2.329808044433593750e+01,-7.021328449249267578e+00
-1.454893499612808228e-01,-1.283686351776123047e+01,1.383272266387939453e+01
1.392986297607421875e+01,1.863027763366699219e+01,7.791097640991210938e+00
1.421889209747314453e+01,1.880523872375488281e+01,7.827079772949218750e+00
1.640623664855957031e+01,-6.582654476165771484e+00,1.172551345825195312e+01
1.555817604064941406e+01,1.303981113433837891e+01,-4.683430194854736328e+00
-1.626454889774322510e-01,8.166243553161621094e+00,3.313847303390502930e+00
2.686026692390441895e-01,4.459005355834960938e+00,1.190362691879272461e+00
-9.739721298217773438e+00,1.383112907409667969e+01,2.447568416595458984e+00
-8.367704749107360840e-01,9.288891792297363281e+00,3.886806726455688477e+00
7.284125089645385742e-01,1.242934322357177734e+01,-2.369221448898315430e+00
-5.234140872955322266e+00,5.467760086059570312e+00,-1.834417533874511719e+01
1.375861167907714844e+01,4.461821079254150391e+00,-1.275166511535644531e+01
-6.355685234069824219e+00,-6.855205059051513672e+00,2.890297174453735352e+00
-5.463963150978088379e-01,1.080997467041015625e+01,1.749202728271484375e+01
1.529431438446044922e+01,-1.165323543548583984e+01,5.954710960388183594e+00
1.176832079887390137e+00,-1.182272338867187500e+01,9.143636226654052734e-01
1.870204162597656250e+01,-7.000293731689453125e+00,4.744307518005371094e+00
2.178307342529296875e+01,-4.068081855773925781e+00,-1.073915481567382812e+00
1.007656288146972656e+01,-1.116925716400146484e+01,1.000969600677490234e+01
5.296998977661132812e+00,-6.169456481933593750e+00,1.468841743469238281e+01
-5.854917049407958984e+00,1.418731117248535156e+01,-1.488536262512207031e+01
1.771699523925781250e+01,-3.450585305690765381e-01,-4.593200683593750000e+00
1.640812683105468750e+01,-6.584381103515625000e+00,1.172368335723876953e+01
-1.522437000274658203e+01,4.095441818237304688e+00,-7.682940006256103516e+00
7.149466991424560547e+00,9.006474494934082031e+00,-7.631443142890930176e-01
4.891146659851074219e+00,1.578411293029785156e+01,7.190562725067138672e+00
1.965443229675292969e+01,2.578804254531860352e+00,-1.444669342041015625e+01
-1.668303757905960083e-01,1.728446388244628906e+01,1.238378429412841797e+01
-1.240200328826904297e+01,-2.444470405578613281e+00,4.219669818878173828e+00
-2.487429827451705933e-01,1.736360549926757812e+01,1.238850498199462891e+01
4.917788982391357422e+00,1.577805614471435547e+01,7.204611778259277344e+00
1.210375022888183594e+01,1.705614280700683594e+01,8.849713206291198730e-01
-1.522505378723144531e+01,4.098031997680664062e+00,-7.682658195495605469e+00
-2.544147253036499023e+00,-3.745201975107192993e-02,1.431051158905029297e+01
1.534764385223388672e+01,1.308077621459960938e+01,-4.991766929626464844e+00
-3.314743518829345703e+00,1.966040039062500000e+01,2.150895118713378906e+00
1.525911688804626465e+00,2.980894804000854492e+00,1.300580263137817383e+00
6.536631584167480469e+00,8.707810640335083008e-01,-1.702717399597167969e+01
4.070050418376922607e-01,1.174238109588623047e+01,-2.400945425033569336e+00
-2.701265513896942139e-01,1.734534263610839844e+01,1.237510681152343750e+01
8.133018493652343750e+00,-1.499293595552444458e-01,1.636538314819335938e+01
1.557335090637207031e+01,1.307375812530517578e+01,-4.707968235015869141e+00
1.641691803932189941e+00,7.559056282043457031e+00,4.524416923522949219e+00
8.473074913024902344e+00,1.785899734497070312e+01,-2.841983079910278320e+00
-1.629576683044433594e+01,-4.471467018127441406e+00,-2.454033374786376953e+00
-2.761915206909179688e+00,-7.730118751525878906e+00,9.364091873168945312e+00
-4.116510152816772461e-01,1.099347400665283203e+01,1.754397201538085938e+01
1.512372255325317383e+00,2.335311698913574219e+01,-7.065267086029052734e+00
-5.101919651031494141e+00,3.155685663223266602e+00,1.508369565010070801e+00
-2.652423381805419922e-01,1.725644111633300781e+01,1.244997406005859375e+01
6.523771762847900391e+00,2.899815082550048828e+00,9.122499465942382812e+00
4.316762447357177734e+00,6.672604560852050781e+00,-1.770467376708984375e+01
-6.597033143043518066e-02,1.725788116455078125e+01,1.236870193481445312e+01
8.581138610839843750e+00,1.831340980529785156e+01,-3.169650793075561523e+00
-1.686758422851562500e+01,1.086414623260498047e+01,-2.893297195434570312e+00
1.552053451538085938e+01,1.302334403991699219e+01,-4.676737308502197266e+00
4.062857627868652344e+00,5.930310249328613281e+00,-1.806895375251770020e+00
-9.669610023498535156e+00,1.392989730834960938e+01,2.587754011154174805e+00
3.216243267059326172e+00,-3.080194473266601562e+00,-8.956932067871093750e+00
-5.853121757507324219e+00,1.418173599243164062e+01,-1.488593292236328125e+01
1.870303344726562500e+01,-6.998978614807128906e+00,4.745147705078125000e+00
-8.286233246326446533e-02,3.954668998718261719e+00,1.723664760589599609e+00
-1.181881427764892578e+01,-1.163951110839843750e+01,5.573313236236572266e+00
-1.195568665862083435e-01,1.754192161560058594e+01,1.229408550262451172e+01
-1.635601806640625000e+01,7.215062141418457031e+00,8.042206764221191406e+00
5.802956104278564453e+00,9.737182617187500000e+00,-5.537851333618164062e+00
